geometry,category,handle,status,bedrijfstoestand,functie,subnettype,eigenaar,beheerder,datum_aanleg,netgekoppeld,bovengronds,asset_id,feature_id
POINT (5.6158262 51.3161887),LSoverdrachtspunt,5EFE,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_71254530-68DB-4AA6-A7A9-862E813708A2
POINT (5.6168271 51.3160073),LSoverdrachtspunt,5F0B,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_8C02B350-8492-422E-8BB0-53CA76299C67
POINT (5.6163953 51.3158582),LSoverdrachtspunt,5F18,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_DA5F5495-BB78-4CFD-8354-41197AC38301
POINT (5.6165150 51.3158886),LSoverdrachtspunt,5F25,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_208394C2-3E15-4FE3-965B-9279F6DA2DE2
POINT (5.6166357 51.3159183),LSoverdrachtspunt,5F32,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_3F460C58-E50B-4802-9C85-983FEA61DCE9
POINT (5.6143571 51.3158923),LSoverdrachtspunt,5F3F,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_E0AA269C-066E-42A2-A7A2-43FB755304F5
POINT (5.6154653 51.3158807),LSoverdrachtspunt,5F4C,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_F4C62525-1D94-4D7D-B09D-5800B569BE9E
POINT (5.6151495 51.3158767),LSoverdrachtspunt,5F59,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_95A20AE3-7C47-4031-BD02-EE396D9CD5C0
POINT (5.6167888 51.3180188),LSoverdrachtspunt,5F66,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_0030DE8C-B27E-42AE-AC49-5F0E237F1D1E
POINT (5.6167975 51.3180312),LSoverdrachtspunt,5F73,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_7B86D122-6C21-468B-AA39-D1B3958F7344
POINT (5.6165228 51.3175115),LSoverdrachtspunt,5F80,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_26573561-248B-41C2-AF05-7C6D2B74A527
POINT (5.6157769 51.3173722),LSoverdrachtspunt,5F8D,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_B8C59A21-6ED9-446F-93F8-38C65F7FC8BD
POINT (5.6131367 51.3188003),LSoverdrachtspunt,5F9A,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_9A61A649-42E1-44E3-9B72-DD6E04753DAF
POINT (5.6133903 51.3183526),LSoverdrachtspunt,5FA7,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_35DCD4D7-B0AF-4946-BE69-3F38EB38F75F
POINT (5.6133766 51.3183646),LSoverdrachtspunt,5FB4,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_05CB63B2-CCCE-4EC5-B1BC-00771F1E86A2
